Node,Community,length_column
1725,"[62, 7]",2
1413,"[62, 22]",2
1728,"[62, 7]",2
1415,"[282, 62]",2
1417,"[62, 22]",2
1418,"[282, 62]",2
1726,"[62, 7]",2
1419,"[8, 62]",2
1420,"[282, 62]",2
1421,"[3, 62]",2
1719,"[8, 62]",2
1724,"[62, 7]",2
1423,"[1721, 62]",2
1424,"[282, 62]",2
1723,"[62, 7]",2
1425,"[282, 62]",2
1721,"[62, 7]",2
1720,"[62, 7]",2
1426,"[282, 62]",2
1758,"[685, 62]",2
1379,"[282, 62]",2
1708,"[62, 7]",2
1340,"[1721, 62]",2
1328,"[62, 7]",2
1329,"[62, 7]",2
1330,"[62, 7]",2
1331,"[62, 7]",2
1332,"[62, 7]",2
1333,"[62, 7]",2
1802,"[62, 7]",2
1334,"[62, 7]",2
1801,"[282, 62]",2
1800,"[282, 62]",2
1799,"[282, 62]",2
1798,"[8, 62]",2
1336,"[62, 7]",2
1337,"[62, 7]",2
1797,"[282, 62]",2
1338,"[62, 7]",2
1796,"[282, 62]",2
1793,"[282, 62]",2
1339,"[62, 7]",2
1327,"[62, 7]",2
1326,"[62, 7]",2
1324,"[62, 7]",2
1312,"[62, 7]",2
1811,"[282, 62]",2
1308,"[62, 7]",2
1809,"[282, 62]",2
1309,"[760, 62]",2
1310,"[62, 7]",2
1808,"[282, 62]",2
1807,"[282, 62]",2
1311,"[62, 7]",2
1313,"[62, 7]",2
1323,"[62, 7]",2
1314,"[62, 7]",2
1315,"[8, 62]",2
1316,"[1721, 62]",2
1805,"[282, 62]",2
1317,"[62, 7]",2
1319,"[8, 7]",2
6010,"[5672, 62]",2
1321,"[5672, 62]",2
1792,"[8, 62]",2
1341,"[1721, 62]",2
1378,"[282, 62]",2
1342,"[62, 7]",2
1359,"[282, 62]",2
1360,"[282, 62]",2
1361,"[282, 62]",2
1776,"[5672, 62]",2
1773,"[62, 22]",2
1363,"[282, 62]",2
1366,"[282, 62]",2
1771,"[8, 62]",2
1367,"[282, 62]",2
6024,"[5672, 62]",2
1368,"[282, 62]",2
1370,"[282, 62]",2
1371,"[282, 62]",2
1767,"[62, 22]",2
1372,"[282, 62]",2
1373,"[282, 62]",2
1374,"[282, 62]",2
1765,"[685, 62]",2
1377,"[282, 62]",2
1358,"[282, 62]",2
1782,"[282, 62]",2
1783,"[282, 62]",2
1350,"[282, 62]",2
1343,"[62, 7]",2
1794,"[1721, 62]",2
1344,"[282, 62]",2
1345,"[3, 62]",2
1346,"[3, 62]",2
1347,"[62, 22]",2
1348,"[282, 62]",2
1349,"[282, 62]",2
1791,"[282, 62]",2
1784,"[62, 22]",2
1790,"[282, 62]",2
1352,"[282, 62]",2
1353,"[282, 62]",2
1787,"[8, 62]",2
1354,"[282, 62]",2
1786,"[3, 62]",2
1355,"[282, 62]",2
1356,"[282, 62]",2
1452,"[8, 62]",2
1455,"[8, 62]",2
1307,"[62, 7]",2
1558,"[62, 22]",2
1630,"[8, 62]",2
1629,"[62, 22]",2
1535,"[62, 31]",2
1625,"[62, 23]",2
1624,"[3, 62]",2
1538,"[685, 62]",2
1623,"[62, 22]",2
1622,"[62, 22]",2
1617,"[62, 22]",2
1541,"[62, 31]",2
1614,"[62, 22]",2
1542,"[62, 31]",2
1544,"[62, 22]",2
1612,"[62, 22]",2
6336,"[5672, 62]",2
1552,"[62, 31]",2
1553,"[62, 22]",2
1610,"[62, 22]",2
1556,"[62, 22]",2
1633,"[203, 62]",2
1325,"[1721, 62]",2
1533,"[62, 31]",2
1650,"[8, 62]",2
6093,"[760, 62]",2
1656,"[8, 62]",2
1513,"[282, 62]",2
6048,"[5672, 62]",2
1654,"[8, 62]",2
1652,"[8, 62]",2
1651,"[8, 62]",2
1517,"[685, 62]",2
1554,"[62, 22]",2
1638,"[282, 62]",2
1523,"[62, 31]",2
1649,"[8, 62]",2
1648,"[8, 62]",2
1647,"[8, 62]",2
6053,"[5672, 62]",2
1641,"[8, 62]",2
1640,"[282, 62]",2
1639,"[8, 62]",2
1608,"[62, 22]",2
3021,"[62, 22]",2
1658,"[1721, 62]",2
1559,"[3, 62]",2
2244,"[62, 31]",2
1569,"[8, 62]",2
1593,"[3, 62]",2
1571,"[1721, 62]",2
1646,"[1721, 62]",2
4093,"[3, 62]",2
3237,"[685, 62]",2
2029,"[5672, 62]",2
2733,"[1721, 62]",2
1592,"[8, 685]",2
1591,"[685, 62]",2
2756,"[1721, 62]",2
3382,"[685, 62]",2
1578,"[8, 62]",2
1579,"[282, 62]",2
1590,"[685, 62]",2
6067,"[5672, 62]",2
1587,"[685, 62]",2
1586,"[8, 62]",2
1568,"[282, 62]",2
1595,"[62, 22]",2
1567,"[282, 62]",2
1601,"[893, 62]",2
2649,"[1721, 62]",2
2373,"[5672, 62]",2
1709,"[760, 62]",2
1560,"[3, 62]",2
1564,"[3, 62]",2
1619,"[282, 62]",2
1566,"[282, 62]",2
1605,"[282, 62]",2
1598,"[282, 62]",2
2147,"[62, 22]",2
2347,"[8, 62]",2
1597,"[685, 62]",2
2929,"[62, 31]",2
1596,"[685, 62]",2
4076,"[8, 62]",2
1695,"[62, 7]",2
3894,"[760, 62]",2
3400,"[62, 22]",2
1620,"[8, 62]",2
1659,"[8, 62]",2
1707,"[62, 7]",2
1679,"[62, 7]",2
1472,"[8, 62]",2
1694,"[1721, 62]",2
1693,"[1721, 62]",2
1692,"[62, 7]",2
1691,"[62, 22]",2
1474,"[62, 7]",2
1690,"[1721, 62]",2
1689,"[62, 7]",2
1688,"[62, 7]",2
1687,"[62, 7]",2
1686,"[62, 7]",2
1475,"[8, 62]",2
1685,"[62, 7]",2
1476,"[8, 62]",2
1684,"[1721, 62]",2
1683,"[1721, 62]",2
1477,"[62, 7]",2
1682,"[62, 7]",2
1680,"[62, 22]",2
1471,"[8, 62]",2
1470,"[8, 62]",2
1469,"[8, 62]",2
1702,"[62, 7]",2
1456,"[8, 62]",2
1457,"[8, 62]",2
1706,"[62, 7]",2
1705,"[62, 22]",2
1458,"[8, 62]",2
1704,"[62, 7]",2
6044,"[5672, 62]",2
1460,"[8, 62]",2
1700,"[62, 7]",2
1467,"[8, 62]",2
1461,"[8, 62]",2
1462,"[8, 62]",2
1463,"[8, 62]",2
1699,"[5672, 62]",2
1464,"[8, 62]",2
1698,"[62, 7]",2
1697,"[62, 7]",2
1465,"[8, 62]",2
1478,"[8, 62]",2
1677,"[8, 62]",2
1660,"[8, 62]",2
1479,"[8, 62]",2
1495,"[62, 7]",2
1496,"[8, 62]",2
1497,"[62, 7]",2
1498,"[8, 62]",2
1500,"[62, 7]",2
1501,"[8, 7]",2
1502,"[8, 62]",2
1503,"[8, 62]",2
1663,"[8, 62]",2
1504,"[62, 7]",2
1506,"[1721, 62]",2
1662,"[8, 62]",2
1507,"[62, 7]",2
1508,"[62, 7]",2
1509,"[1721, 62]",2
1510,"[62, 23]",2
1511,"[1721, 62]",2
1573,"[1721, 62]",2
1661,"[8, 62]",2
1494,"[62, 7]",2
1493,"[62, 7]",2
1492,"[8, 62]",2
1487,"[8, 62]",2
1676,"[8, 62]",2
1480,"[62, 863]",2
1675,"[62, 22]",2
1481,"[8, 62]",2
1674,"[8, 62]",2
1673,"[62, 7]",2
1484,"[62, 7]",2
1486,"[5672, 62]",2
1672,"[62, 7]",2
1664,"[8, 62]",2
1488,"[8, 62]",2
1670,"[62, 7]",2
1489,"[62, 7]",2
1490,"[62, 7]",2
1669,"[5672, 62]",2
1668,"[8, 62]",2
1491,"[62, 7]",2
1667,"[8, 62]",2
1812,"[282, 62]",2
1585,"[685, 62]",2
1813,"[8, 62]",2
1928,"[282, 62]",2
1532,"[62, 31]",2
1256,"[62, 31]",2
3114,"[1721, 62]",2
2971,"[62, 31]",2
1233,"[62, 22]",2
1845,"[62, 22]",2
1931,"[62, 55]",2
1929,"[62, 23]",2
2925,"[62, 31]",2
1236,"[62, 7]",2
1846,"[760, 62]",2
1237,"[62, 22]",2
1847,"[282, 62]",2
1844,"[62, 22]",2
1253,"[62, 31]",2
1927,"[282, 62]",2
1849,"[62, 22]",2
3971,"[8, 62]",2
2496,"[62, 55]",2
3419,"[8, 62]",2
2724,"[1721, 62]",2
2386,"[3, 62]",2
1851,"[3, 62]",2
1981,"[62, 7]",2
1924,"[282, 62]",2
5993,"[5672, 62]",2
1231,"[282, 62]",2
1843,"[62, 22]",2
1269,"[8, 62]",2
5167,"[8, 62]",2
1213,"[62, 31]",2
1214,"[62, 31]",2
1268,"[8, 62]",2
1266,"[8, 62]",2
1264,"[282, 62]",2
1864,"[8, 62]",2
1263,"[62, 7]",2
1261,"[187, 62]",2
1936,"[8, 62]",2
1259,"[5672, 62]",2
5999,"[5672, 62]",2
1216,"[62, 31]",2
1217,"[5672, 62]",2
1840,"[62, 22]",2
2056,"[282, 62]",2
1225,"[685, 62]",2
3002,"[62, 31]",2
1835,"[62, 22]",2
1226,"[685, 62]",2
1836,"[62, 22]",2
1933,"[8, 62]",2
1228,"[685, 62]",2
1229,"[282, 62]",2
5998,"[5672, 62]",2
5995,"[5672, 62]",2
1932,"[282, 62]",2
1922,"[282, 62]",2
1921,"[282, 62]",2
2587,"[282, 62]",2
5978,"[5672, 62]",2
5975,"[5672, 62]",2
1871,"[3, 62]",2
1872,"[3, 62]",2
1874,"[282, 62]",2
1875,"[1721, 62]",2
1876,"[282, 62]",2
1900,"[62, 22]",2
1878,"[5672, 62]",2
1880,"[62, 7]",2
1899,"[62, 22]",2
1898,"[62, 22]",2
1881,"[8, 62]",2
1882,"[62, 7]",2
2210,"[62, 7]",2
1883,"[62, 7]",2
1885,"[8, 62]",2
1887,"[8, 62]",2
2297,"[1721, 62]",2
3476,"[62, 22]",2
2602,"[62, 7]",2
2988,"[8, 62]",2
3090,"[1721, 62]",2
1894,"[62, 22]",2
1893,"[282, 62]",2
1892,"[8, 62]",2
3435,"[62, 7]",2
1870,"[3, 62]",2
1869,"[62, 22]",2
1868,"[3, 62]",2
1906,"[282, 62]",2
1855,"[8, 62]",2
5992,"[1721, 62]",2
1918,"[282, 62]",2
1858,"[8, 62]",2
1859,"[62, 22]",2
5991,"[5672, 62]",2
5972,"[5672, 62]",2
2591,"[282, 62]",2
1251,"[62, 31]",2
1241,"[62, 22]",2
1914,"[62, 7]",2
1913,"[282, 62]",2
1912,"[282, 62]",2
1250,"[62, 31]",2
5988,"[1721, 62]",2
1911,"[282, 62]",2
1242,"[62, 22]",2
1910,"[282, 62]",2
1246,"[282, 62]",2
1877,"[8, 62]",2
2194,"[282, 62]",2
5985,"[1721, 62]",2
1908,"[282, 62]",2
1867,"[62, 22]",2
1907,"[8, 62]",2
1212,"[62, 55]",2
1890,"[282, 62]",2
1270,"[8, 62]",2
1279,"[62, 7]",2
1292,"[8, 62]",2
2980,"[282, 62]",2
1209,"[62, 31]",2
1293,"[685, 62]",2
1828,"[1721, 62]",2
2786,"[5672, 62]",2
1281,"[8, 62]",2
2053,"[8, 62]",2
1939,"[8, 62]",2
1301,"[282, 62]",2
1295,"[62, 22]",2
1831,"[8, 62]",2
1296,"[282, 62]",2
1819,"[8, 62]",2
1298,"[282, 62]",2
1299,"[282, 62]",2
1627,"[8, 62]",2
1300,"[282, 62]",2
2926,"[685, 62]",2
1289,"[62, 31]",2
1207,"[62, 31]",2
1288,"[62, 31]",2
1399,"[62, 31]",2
1821,"[3, 62]",2
1200,"[62, 31]",2
1284,"[8, 62]",2
4974,"[282, 62]",2
1198,"[62, 31]",2
1203,"[62, 31]",2
1822,"[760, 62]",2
1824,"[282, 62]",2
1201,"[62, 31]",2
4834,"[1721, 62]",2
1285,"[8, 62]",2
1202,"[62, 31]",2
1283,"[8, 62]",2
3480,"[3, 62]",2
1282,"[8, 62]",2
1287,"[8, 62]",2
1278,"[8, 62]",2
1827,"[282, 62]",2
6005,"[5672, 62]",2
1275,"[8, 62]",2
1303,"[62, 7]",2
1277,"[8, 62]",2
1271,"[8, 62]",2
1919,"[3, 62]",2
1305,"[62, 7]",2
1306,"[62, 7]",2
1274,"[8, 62]",2
1678,"[8, 62]",2
1945,"[8, 62]",2
1814,"[282, 62]",2
6002,"[5672, 62]",2
1816,"[282, 62]",2
1273,"[8, 62]",2
1815,"[282, 62]",2
1302,"[62, 7]",2
1272,"[8, 62]",2
1833,"[8, 62]",2
1937,"[62, 7]",2
5965,"[669, 62]",2
1948,"[282, 62]",2
1938,"[8, 62]",2
4858,[62],1
5973,[62],1
6388,[62],1
6523,[62],1
5138,[62],1
6451,[62],1
6292,[62],1
6545,[62],1
5878,[62],1
6447,[62],1
6536,[62],1
6613,[62],1
5974,[62],1
4866,[62],1
5137,[62],1
5136,[62],1
6345,[62],1
6152,[62],1
5180,[62],1
6453,[62],1
5139,[62],1
4857,[62],1
6446,[62],1
5142,[62],1
4855,[62],1
6445,[62],1
4859,[62],1
6387,[62],1
6610,[62],1
6607,[62],1
5150,[62],1
4831,[62],1
6448,[62],1
6576,[62],1
6066,[62],1
6463,[62],1
6449,[62],1
6450,[62],1
6333,[62],1
6046,[62],1
5108,[62],1
5120,[62],1
5959,[62],1
4865,[62],1
5125,[62],1
5976,[62],1
4864,[62],1
5124,[62],1
5887,[62],1
5116,[62],1
6457,[62],1
6458,[62],1
6459,[62],1
6241,[62],1
6460,[62],1
5115,[62],1
6207,[62],1
4829,[62],1
5955,[62],1
6473,[62],1
6491,[62],1
5990,[62],1
5888,[62],1
5121,[62],1
4830,[62],1
6472,[62],1
5886,[62],1
6455,[62],1
5964,[62],1
6045,[62],1
5958,[62],1
5879,[62],1
5112,[62],1
6511,[62],1
5181,[62],1
5134,[62],1
5881,[62],1
6452,[62],1
5132,[62],1
6608,[62],1
6454,[62],1
6462,[62],1
6648,[62],1
6255,[62],1
5883,[62],1
5884,[62],1
5130,[62],1
5129,[62],1
6596,[62],1
5885,[62],1
5979,[62],1
5127,[62],1
5957,[62],1
5260,[62],1
6611,[62],1
6636,[62],1
5962,[62],1
5858,[62],1
6407,[62],1
6061,[62],1
6645,[62],1
6495,[62],1
5961,[62],1
5161,[62],1
5228,[62],1
4836,[8],1
6646,[62],1
6593,[62],1
6060,[62],1
6401,[863],1
6059,[62],1
6633,[62],1
6420,[62],1
5868,[1721],1
6421,[62],1
5960,[62],1
6398,[62],1
5967,[62],1
6422,[62],1
6411,[62],1
6500,[62],1
6397,[62],1
6423,[62],1
5513,[62],1
6064,[62],1
5162,[31],1
5862,[62],1
6418,[62],1
5174,[62],1
5172,[62],1
5234,[62],1
5864,[62],1
5171,[62],1
6408,[8],1
6063,[62],1
6409,[62],1
5169,[62],1
6062,[62],1
5166,[62],1
6410,[62],1
5165,[62],1
6640,[62],1
5865,[62],1
6412,[62],1
6413,[7],1
5175,[62],1
5968,[62],1
6579,[62],1
6417,[62],1
4837,[62],1
6424,[62],1
4839,[62],1
6280,[62],1
5863,[62],1
5163,[62],1
6065,[62],1
5107,[8],1
5971,[5672],1
5146,[8],1
5854,[282],1
6433,[62],1
6434,[62],1
6616,[62],1
6436,[62],1
6437,[62],1
6390,[62],1
5151,[760],1
6389,[62],1
5533,[62],1
5876,[62],1
6439,[62],1
5147,[62],1
6614,[62],1
5158,[62],1
6440,[62],1
5173,[62],1
5853,[62],1
5376,[62],1
6405,[62],1
6441,[62],1
5970,[62],1
6526,[62],1
6551,[62],1
4850,[1721],1
4851,[62],1
6516,[62],1
6612,[62],1
5963,[62],1
6265,[62],1
4849,[62],1
6050,[62],1
6631,[62],1
5734,[62],1
6396,[5672],1
6055,[62],1
6054,[62],1
5869,[1721],1
5969,[62],1
6628,[62],1
5156,[1721],1
6394,[5672],1
6578,[62],1
6425,[62],1
6391,[62],1
6577,[62],1
6052,[62],1
5870,[1721],1
6618,[62],1
4846,[62],1
6428,[62],1
6073,[62],1
5871,[62],1
4826,[7],1
4833,[62],1
6231,[62],1
6429,[62],1
6432,[62],1
4848,[62],1
6057,[62],1
6476,[62],1
6605,[62],1
5903,[62],1
5902,[62],1
4939,[7],1
6528,[62],1
6527,[62],1
6322,[62],1
6624,[62],1
5901,[62],1
5079,[62],1
6029,[62],1
6525,[62],1
6638,[62],1
6030,[62],1
6547,[62],1
5016,[62],1
5852,[62],1
6529,[62],1
6026,[62],1
6464,[62],1
4941,[62],1
5906,[62],1
5001,[62],1
6000,[62],1
6604,[62],1
5003,[1721],1
5004,[1721],1
6575,[62],1
4943,[62],1
4942,[62],1
5005,[62],1
6626,[62],1
6530,[62],1
5905,[62],1
5904,[5672],1
5222,[62],1
6634,[62],1
5017,[62],1
6031,[62],1
6032,[62],1
5035,[62],1
6521,[62],1
5036,[62],1
6037,[62],1
5994,[62],1
6647,[62],1
5943,[62],1
6492,[62],1
6632,[62],1
6510,[62],1
6553,[62],1
5038,[62],1
4929,[62],1
5039,[62],1
6554,[62],1
5034,[62],1
6642,[62],1
5030,[1721],1
6141,[62],1
5021,[62],1
6036,[62],1
5022,[62],1
6548,[62],1
6524,[62],1
6522,[62],1
6588,[62],1
5029,[1721],1
5023,[62],1
4937,[62],1
6552,[62],1
4935,[62],1
5026,[62],1
5027,[62],1
6023,[62],1
5908,[62],1
6020,[62],1
4991,[1721],1
6566,[62],1
4979,[62],1
4980,[62],1
4966,[62],1
4965,[62],1
6595,[62],1
4981,[62],1
6639,[62],1
4983,[1721],1
5354,[62],1
5938,[5672],1
5339,[282],1
4962,[62],1
4960,[62],1
4990,[7],1
4978,[62],1
6537,[62],1
6540,[62],1
5934,[62],1
6543,[62],1
4972,[62],1
6395,[5672],1
5935,[62],1
6623,[62],1
6007,[62],1
6541,[62],1
6006,[62],1
6008,[62],1
4973,[62],1
4967,[62],1
6544,[62],1
5511,[62],1
4976,[62],1
5847,[62],1
4992,[1721],1
6018,[5672],1
6004,[62],1
5660,[5672],1
6011,[62],1
5925,[62],1
6012,[62],1
5923,[1721],1
4950,[1721],1
4584,[62],1
4948,[62],1
4998,[62],1
5919,[62],1
6533,[62],1
6546,[1721],1
5913,[62],1
6013,[62],1
6015,[62],1
4951,[1721],1
4953,[62],1
5927,[62],1
4995,[62],1
6535,[62],1
4993,[1721],1
4958,[62],1
4994,[1721],1
5931,[1721],1
5930,[1721],1
6155,[62],1
4955,[62],1
4956,[62],1
5278,[62],1
6003,[62],1
5929,[62],1
6442,[62],1
5928,[62],1
5040,[62],1
5041,[7],1
5042,[62],1
5895,[62],1
6597,[62],1
6379,[62],1
6321,[62],1
6599,[62],1
5077,[1721],1
5078,[1721],1
4881,[62],1
5948,[1721],1
5324,[62],1
5949,[62],1
6480,[62],1
6479,[62],1
5084,[62],1
5085,[62],1
4969,[62],1
6481,[62],1
6594,[62],1
4884,[8],1
4889,[7],1
5987,[62],1
4890,[62],1
5986,[62],1
6485,[62],1
6589,[62],1
6582,[5672],1
6591,[5672],1
6590,[62],1
6583,[62],1
6587,[62],1
6483,[5672],1
4887,[62],1
6482,[62],1
4886,[62],1
5950,[62],1
5390,[7],1
6493,[62],1
5984,[1721],1
6643,[62],1
6512,[62],1
5097,[62],1
4872,[7],1
4871,[62],1
5980,[62],1
6467,[62],1
5101,[7],1
5954,[5672],1
5103,[863],1
5104,[863],1
6465,[62],1
5892,[62],1
5105,[62],1
6602,[62],1
6601,[62],1
5982,[62],1
6469,[62],1
6474,[62],1
6478,[62],1
5088,[62],1
5091,[62],1
6475,[62],1
5952,[5672],1
6444,[62],1
6586,[62],1
6470,[62],1
5815,[62],1
6567,[62],1
6600,[62],1
6627,[62],1
6471,[62],1
5093,[62],1
6487,[62],1
6494,[62],1
6509,[62],1
5058,[62],1
6556,[62],1
5052,[62],1
5053,[62],1
5054,[62],1
5055,[62],1
5056,[62],1
6557,[62],1
5057,[62],1
4914,[1721],1
6503,[62],1
6558,[62],1
6559,[62],1
6563,[62],1
6502,[62],1
4910,[1721],1
5898,[62],1
6040,[62],1
5051,[62],1
5048,[62],1
5043,[62],1
4927,[1721],1
6508,[62],1
6038,[62],1
6507,[62],1
6555,[62],1
5049,[5672],1
6513,[62],1
5050,[62],1
5944,[62],1
5945,[62],1
6505,[62],1
6334,[62],1
6504,[62],1
6501,[62],1
6650,[62],1
5071,[62],1
5059,[62],1
5896,[62],1
4895,[1721],1
6581,[62],1
6499,[62],1
6565,[62],1
6042,[62],1
6569,[62],1
6498,[62],1
5069,[62],1
6497,[62],1
6570,[62],1
5464,[62],1
5465,[62],1
6572,[62],1
6574,[62],1
5065,[62],1
5064,[62],1
4896,[7],1
4905,[1721],1
6514,[62],1
5060,[62],1
4908,[7],1
5061,[62],1
5062,[62],1
6560,[62],1
5063,[62],1
5946,[1721],1
4904,[1721],1
4902,[62],1
4901,[62],1
5989,[1721],1
4899,[1721],1
6561,[62],1
6157,[62],1
6357,[62],1
6384,[62],1
5532,[62],1
5748,[62],1
5747,[62],1
6237,[62],1
5537,[1721],1
6236,[62],1
6235,[62],1
6233,[62],1
6229,[62],1
5746,[62],1
5745,[62],1
5744,[62],1
6202,[62],1
6227,[62],1
6402,[62],1
5743,[62],1
5541,[62],1
6121,[62],1
5666,[62],1
6225,[62],1
6224,[62],1
5742,[62],1
5534,[62],1
6622,[62],1
5521,[62],1
5749,[62],1
5523,[62],1
5524,[62],1
5525,[62],1
5750,[62],1
5526,[62],1
5527,[62],1
5528,[62],1
5784,[62],1
6249,[62],1
6247,[62],1
5891,[62],1
5529,[62],1
5530,[62],1
6246,[62],1
6245,[62],1
6120,[62],1
5806,[62],1
6119,[62],1
6240,[62],1
6238,[62],1
5531,[62],1
6223,[62],1
6520,[62],1
5741,[62],1
5544,[62],1
5729,[62],1
6517,[62],1
6213,[62],1
5812,[62],1
6212,[62],1
6128,[62],1
5728,[62],1
5551,[62],1
6129,[62],1
5727,[62],1
5859,[62],1
5726,[62],1
6209,[62],1
5889,[62],1
5724,[62],1
5723,[62],1
5592,[7],1
5553,[1721],1
6532,[62],1
5721,[62],1
5720,[62],1
5549,[62],1
6127,[62],1
6214,[62],1
6122,[62],1
6221,[62],1
6220,[62],1
6219,[5672],1
5545,[62],1
5740,[62],1
5547,[62],1
5739,[62],1
6426,[62],1
5736,[62],1
6222,[62],1
6126,[62],1
6216,[62],1
6215,[62],1
6123,[62],1
5548,[62],1
5735,[62],1
5733,[62],1
5732,[62],1
5730,[62],1
6124,[62],1
5522,[62],1
6117,[62],1
6431,[62],1
5480,[62],1
5482,[62],1
5483,[62],1
6271,[62],1
5484,[62],1
5678,[62],1
5848,[62],1
5762,[62],1
6147,[62],1
5761,[62],1
6419,[62],1
5760,[62],1
6329,[62],1
6270,[62],1
5485,[62],1
5486,[62],1
5487,[62],1
5488,[62],1
5489,[62],1
6115,[62],1
5759,[62],1
5490,[62],1
5481,[62],1
5479,[62],1
5855,[62],1
5763,[62],1
6279,[62],1
5462,[62],1
5463,[62],1
6041,[62],1
5737,[62],1
6277,[62],1
5834,[62],1
5466,[62],1
5467,[62],1
6276,[8],1
5468,[62],1
5469,[62],1
5470,[62],1
5472,[3],1
5473,[5672],1
6114,[62],1
6272,[62],1
5474,[62],1
5764,[62],1
5476,[62],1
5477,[62],1
5758,[62],1
5771,[62],1
6116,[62],1
5757,[62],1
6584,[62],1
5500,[62],1
5502,[62],1
5503,[62],1
5504,[62],1
5505,[62],1
5506,[62],1
5507,[62],1
5510,[62],1
5752,[62],1
5512,[62],1
6251,[62],1
5837,[62],1
6538,[62],1
5514,[62],1
6355,[62],1
5516,[62],1
5517,[62],1
5518,[1721],1
6250,[62],1
5751,[62],1
6542,[62],1
5499,[62],1
5753,[62],1
6550,[62],1
5493,[62],1
6269,[62],1
6268,[62],1
6266,[62],1
6264,[62],1
5756,[62],1
6262,[62],1
5755,[62],1
6644,[62],1
6261,[62],1
5754,[62],1
5494,[62],1
6260,[62],1
6259,[5672],1
5496,[62],1
5497,[62],1
6083,[62],1
6256,[62],1
5498,[62],1
6254,[62],1
5719,[62],1
5717,[62],1
6281,[62],1
6137,[62],1
6086,[62],1
5652,[62],1
5651,[62],1
6170,[62],1
5650,[62],1
5649,[62],1
6169,[62],1
5648,[62],1
6019,[62],1
5647,[62],1
6168,[62],1
5646,[62],1
5645,[62],1
6571,[62],1
5644,[62],1
5643,[62],1
6257,[7],1
5642,[62],1
5641,[62],1
5640,[62],1
5639,[62],1
6171,[62],1
5722,[62],1
6181,[62],1
5765,[62],1
6365,[62],1
5583,[1721],1
5584,[1721],1
6180,[62],1
6138,[62],1
5860,[62],1
5659,[62],1
6179,[62],1
5658,[62],1
6178,[62],1
6177,[62],1
5586,[1721],1
6176,[62],1
6174,[62],1
6173,[62],1
5656,[62],1
5654,[62],1
5653,[62],1
6625,[62],1
5779,[62],1
5590,[62],1
5638,[62],1
6167,[62],1
6166,[62],1
5598,[8],1
5620,[62],1
5631,[62],1
6146,[62],1
5630,[62],1
5629,[62],1
5627,[62],1
6148,[62],1
6151,[62],1
6153,[62],1
6072,[62],1
6159,[62],1
6154,[62],1
5622,[5672],1
6156,[62],1
5623,[62],1
6234,[62],1
6158,[62],1
5624,[62],1
6430,[62],1
5625,[62],1
5626,[62],1
6145,[62],1
6160,[5672],1
6144,[62],1
5606,[62],1
6165,[62],1
5599,[62],1
5600,[62],1
5637,[62],1
5636,[62],1
5601,[62],1
5635,[62],1
6139,[62],1
6162,[62],1
5609,[5672],1
5619,[62],1
5633,[62],1
5632,[62],1
6140,[62],1
5613,[5672],1
5614,[62],1
6161,[62],1
5617,[62],1
6142,[62],1
6143,[62],1
5661,[62],1
5582,[62],1
6130,[62],1
5700,[62],1
5697,[62],1
5696,[62],1
5694,[62],1
6200,[62],1
5693,[62],1
5563,[62],1
6199,[62],1
6125,[62],1
5692,[62],1
6198,[62],1
6197,[62],1
5564,[62],1
6609,[62],1
5565,[62],1
5691,[62],1
6196,[62],1
5568,[1721],1
6385,[62],1
6131,[62],1
5690,[62],1
5689,[62],1
5698,[62],1
5701,[62],1
6009,[62],1
5703,[62],1
5715,[62],1
5714,[62],1
5713,[62],1
5712,[62],1
6204,[62],1
5711,[62],1
5558,[5672],1
6568,[62],1
5710,[62],1
5709,[62],1
5708,[62],1
5707,[62],1
6203,[62],1
5706,[62],1
6519,[62],1
6386,[62],1
6201,[62],1
6242,[62],1
5705,[62],1
5704,[62],1
5561,[62],1
5686,[5672],1
6195,[62],1
5685,[62],1
6193,[62],1
5579,[7],1
5672,[62],1
6135,[62],1
5670,[62],1
6188,[62],1
5668,[62],1
6187,[62],1
6112,[62],1
6531,[62],1
6186,[62],1
6136,[62],1
5580,[62],1
5667,[62],1
6232,[62],1
6580,[62],1
6184,[62],1
6183,[62],1
5665,[62],1
5664,[62],1
5663,[62],1
5662,[62],1
5673,[62],1
5577,[5672],1
5674,[62],1
6190,[62],1
6192,[62],1
5684,[62],1
6132,[62],1
5683,[62],1
6191,[62],1
5682,[62],1
6133,[62],1
6486,[62],1
6134,[62],1
5680,[62],1
5675,[62],1
5679,[62],1
5573,[62],1
5677,[62],1
6637,[62],1
5676,[62],1
5574,[62],1
6211,[62],1
6194,[62],1
6189,[62],1
5461,[62],1
5460,[62],1
5851,[62],1
5244,[62],1
5245,[62],1
5246,[62],1
6351,[62],1
5248,[62],1
5249,[62],1
5250,[62],1
5251,[62],1
6091,[62],1
5800,[62],1
6092,[62],1
5253,[62],1
5799,[62],1
5255,[7],1
5256,[62],1
5258,[62],1
5259,[62],1
6350,[62],1
5798,[62],1
5263,[62],1
5797,[62],1
6348,[62],1
6090,[62],1
6089,[62],1
5802,[62],1
6352,[62],1
5230,[62],1
5231,[62],1
6360,[62],1
6359,[62],1
6358,[62],1
6081,[62],1
5850,[1721],1
6082,[62],1
6356,[62],1
5236,[5672],1
6084,[62],1
5238,[1721],1
5801,[62],1
6621,[62],1
6354,[62],1
6085,[62],1
6087,[62],1
5240,[62],1
6088,[62],1
